code;image_key;zone;group;part;applies_to;name_in_crm;cost_rub;price_rub
BODY-FRAME-01-G;frame;Кузов;Рама и крепёж кузова;Рама (контрактная);Yamaha Gear 4T;Рама (контрактная) — Yamaha Gear 4T;9000;11700
BODY-FRAME-01-J;frame;Кузов;Рама и крепёж кузова;Рама (контрактная);Yamaha Jog 4T;Рама (контрактная) — Yamaha Jog 4T;8000;10400
BODY-FRAME-01-A;frame;Кузов;Рама и крепёж кузова;Рама (контрактная);Yamaha Jog AY01;Рама (контрактная) — Yamaha Jog AY01;10000;12000
BODY-FRAME-01-D;frame;Кузов;Рама и крепёж кузова;Рама (контрактная);Honda Dio AF62/68;Рама (контрактная) — Honda Dio AF62/68;9500;12350
BODY-FRAME-01-T;frame;Кузов;Рама и крепёж кузова;Рама (контрактная);Tank T150;Рама (контрактная) — Tank T150;7000;9100
BODY-FRAME-02-U;plastic-clips;Кузов;Рама и крепёж кузова;Клипсы (пистоны) пластика, 10 шт;все модели;Клипсы (пистоны) пластика, 10 шт — все модели;200;300
BODY-FRAME-03-U;body-screws;Кузов;Рама и крепёж кузова;Саморезы облицовки, 10 шт;все модели;Саморезы облицовки, 10 шт — все модели;120;200
BODY-FRAME-04-U;body-bolts;Кузов;Рама и крепёж кузова;Болты облицовки M6 с шайбами, 10 шт;все модели;Болты облицовки M6 с шайбами, 10 шт — все модели;250;400
BODY-FRAME-05-U;clip-nuts;Кузов;Рама и крепёж кузова;Гайки-скобы закладные, 10 шт;все модели;Гайки-скобы закладные, 10 шт — все модели;150;250
BODY-FRAME-06-U;rubber-grommets;Кузов;Рама и крепёж кузова;Резиновые втулки крепления пластика, 10 шт;все модели;Резиновые втулки крепления пластика, 10 шт — все модели;200;300
BODY-FRAME-07-G;decals;Кузов;Рама и крепёж кузова;Наклейки (комплект);Yamaha Gear 4T;Наклейки (комплект) — Yamaha Gear 4T;700;950
BODY-FRAME-07-J;decals;Кузов;Рама и крепёж кузова;Наклейки (комплект);Yamaha Jog 4T;Наклейки (комплект) — Yamaha Jog 4T;600;850
BODY-FRAME-07-A;decals;Кузов;Рама и крепёж кузова;Наклейки (комплект);Yamaha Jog AY01;Наклейки (комплект) — Yamaha Jog AY01;750;1050
BODY-FRAME-07-D;decals;Кузов;Рама и крепёж кузова;Наклейки (комплект);Honda Dio AF62/68;Наклейки (комплект) — Honda Dio AF62/68;750;1050
BODY-FRAME-07-T;decals;Кузов;Рама и крепёж кузова;Наклейки (комплект);Tank T150;Наклейки (комплект) — Tank T150;400;600
BODY-FRAME-08-G;body-kit;Кузов;Рама и крепёж кузова;Комплект пластика целиком (все окрашенные детали);Yamaha Gear 4T;Комплект пластика целиком (все окрашенные детали) — Yamaha Gear 4T;22000;26400
BODY-FRAME-08-J;body-kit;Кузов;Рама и крепёж кузова;Комплект пластика целиком (все окрашенные детали);Yamaha Jog 4T;Комплект пластика целиком (все окрашенные детали) — Yamaha Jog 4T;18700;22450
BODY-FRAME-08-A;body-kit;Кузов;Рама и крепёж кузова;Комплект пластика целиком (все окрашенные детали);Yamaha Jog AY01;Комплект пластика целиком (все окрашенные детали) — Yamaha Jog AY01;23100;27750
BODY-FRAME-08-D;body-kit;Кузов;Рама и крепёж кузова;Комплект пластика целиком (все окрашенные детали);Honda Dio AF62/68;Комплект пластика целиком (все окрашенные детали) — Honda Dio AF62/68;23100;27750
BODY-FRAME-08-T;body-kit;Кузов;Рама и крепёж кузова;Комплект пластика целиком (все окрашенные детали);Tank T150;Комплект пластика целиком (все окрашенные детали) — Tank T150;12100;14550
BODY-FRAME-09-U;touch-up-paint;Кузов;Рама и крепёж кузова;Краска в цвет (баллон);все модели;Краска в цвет (баллон) — все модели;600;850
CTRL-BAR-01-G;handlebar;Управление;Руль и рычаги;Руль (труба);Yamaha Gear 4T;Руль (труба) — Yamaha Gear 4T;1900;2600
CTRL-BAR-01-J;handlebar;Управление;Руль и рычаги;Руль (труба);Yamaha Jog 4T;Руль (труба) — Yamaha Jog 4T;1600;2200
CTRL-BAR-01-A;handlebar;Управление;Руль и рычаги;Руль (труба);Yamaha Jog AY01;Руль (труба) — Yamaha Jog AY01;1800;2450
CTRL-BAR-01-D;handlebar;Управление;Руль и рычаги;Руль (труба);Honda Dio AF62/68;Руль (труба) — Honda Dio AF62/68;1700;2300
CTRL-BAR-01-T;handlebar;Управление;Руль и рычаги;Руль (труба);Tank T150;Руль (труба) — Tank T150;1500;2050
CTRL-BAR-02-U;grips;Управление;Руль и рычаги;Грипсы (пара);все модели;Грипсы (пара) — все модели;350;550
CTRL-BAR-03-U;throttle-tube;Управление;Руль и рычаги;Ручка газа (втулка с грипсой);все модели;Ручка газа (втулка с грипсой) — все модели;450;700
CTRL-BAR-04-U;bar-ends;Управление;Руль и рычаги;Грузики руля (пара);все модели;Грузики руля (пара) — все модели;400;600
CTRL-BAR-05-U;lever-left;Управление;Руль и рычаги;Рычаг тормоза левый;все модели;Рычаг тормоза левый — все модели;400;600
CTRL-BAR-06-U;lever-right;Управление;Руль и рычаги;Рычаг тормоза правый;все модели;Рычаг тормоза правый — все модели;400;600
CTRL-BAR-07-U;levers-disc;Управление;Руль и рычаги;Рычаги под дисковый тормоз (пара);все модели;Рычаги под дисковый тормоз (пара) — все модели;900;1250
CTRL-BAR-08-U;lever-bracket;Управление;Руль и рычаги;Кронштейн рычага тормоза;все модели;Кронштейн рычага тормоза — все модели;450;700
CTRL-BAR-09-U;lever-pivot;Управление;Руль и рычаги;Ось (болт) рычага тормоза;все модели;Ось (болт) рычага тормоза — все модели;80;150
CTRL-BAR-10-U;handlebar-bolt;Управление;Руль и рычаги;Болт крепления руля с гайкой;все модели;Болт крепления руля с гайкой — все модели;200;300
CTRL-BAR-11-U;mirrors;Управление;Руль и рычаги;Зеркала (пара);все модели;Зеркала (пара) — все модели;700;950
CTRL-BAR-11-V2;mirrors;Управление;Руль и рычаги;Зеркала (пара);Yamaha Gear, Jog, Vino — оригинальной формы;Зеркала (пара) — Yamaha Gear, Jog, Vino — оригинальной формы;1100;1500
CTRL-BAR-11-V3;mirrors;Управление;Руль и рычаги;Зеркала (пара);Honda Dio, Jog AY01 — оригинальной формы;Зеркала (пара) — Honda Dio, Jog AY01 — оригинальной формы;1200;1650
CTRL-BAR-12-U;mirror-adapter;Управление;Руль и рычаги;Переходник зеркала М8/М10;все модели;Переходник зеркала М8/М10 — все модели;150;250
CTRL-SWITCH-01-G;speedometer;Управление;Приборы и переключатели;Спидометр (приборная панель);Yamaha Gear 4T;Спидометр (приборная панель) — Yamaha Gear 4T;3200;4200
CTRL-SWITCH-01-J;speedometer;Управление;Приборы и переключатели;Спидометр (приборная панель);Yamaha Jog 4T;Спидометр (приборная панель) — Yamaha Jog 4T;2800;3800
CTRL-SWITCH-01-A;speedometer;Управление;Приборы и переключатели;Спидометр (приборная панель);Yamaha Jog AY01;Спидометр (приборная панель) — Yamaha Jog AY01;3500;4550
CTRL-SWITCH-01-D;speedometer;Управление;Приборы и переключатели;Спидометр (приборная панель);Honda Dio AF62/68;Спидометр (приборная панель) — Honda Dio AF62/68;3000;3900
CTRL-SWITCH-01-T;speedometer;Управление;Приборы и переключатели;Спидометр (приборная панель);Tank T150;Спидометр (приборная панель) — Tank T150;1800;2450
CTRL-SWITCH-02-G;meter-lens;Управление;Приборы и переключатели;Стекло приборной панели;Yamaha Gear 4T;Стекло приборной панели — Yamaha Gear 4T;600;850
CTRL-SWITCH-02-J;meter-lens;Управление;Приборы и переключатели;Стекло приборной панели;Yamaha Jog 4T;Стекло приборной панели — Yamaha Jog 4T;550;750
CTRL-SWITCH-02-A;meter-lens;Управление;Приборы и переключатели;Стекло приборной панели;Yamaha Jog AY01;Стекло приборной панели — Yamaha Jog AY01;650;900
CTRL-SWITCH-02-D;meter-lens;Управление;Приборы и переключатели;Стекло приборной панели;Honda Dio AF62/68;Стекло приборной панели — Honda Dio AF62/68;600;850
CTRL-SWITCH-02-T;meter-lens;Управление;Приборы и переключатели;Стекло приборной панели;Tank T150;Стекло приборной панели — Tank T150;400;600
CTRL-SWITCH-03-U;meter-bulb;Управление;Приборы и переключатели;Лампа подсветки приборов 12V 1,7W;все модели;Лампа подсветки приборов 12V 1,7W — все модели;60;100
CTRL-SWITCH-04-G;switch-left;Управление;Приборы и переключатели;Блок кнопок на руле левый;Yamaha Gear 4T;Блок кнопок на руле левый — Yamaha Gear 4T;900;1250
CTRL-SWITCH-04-J;switch-left;Управление;Приборы и переключатели;Блок кнопок на руле левый;Yamaha Jog 4T;Блок кнопок на руле левый — Yamaha Jog 4T;900;1250
CTRL-SWITCH-04-A;switch-left;Управление;Приборы и переключатели;Блок кнопок на руле левый;Yamaha Jog AY01;Блок кнопок на руле левый — Yamaha Jog AY01;1000;1350
CTRL-SWITCH-04-D;switch-left;Управление;Приборы и переключатели;Блок кнопок на руле левый;Honda Dio AF62/68;Блок кнопок на руле левый — Honda Dio AF62/68;1000;1350
CTRL-SWITCH-04-T;switch-left;Управление;Приборы и переключатели;Блок кнопок на руле левый;Tank T150;Блок кнопок на руле левый — Tank T150;700;950
CTRL-SWITCH-05-G;switch-right;Управление;Приборы и переключатели;Блок кнопок на руле правый;Yamaha Gear 4T;Блок кнопок на руле правый — Yamaha Gear 4T;900;1250
CTRL-SWITCH-05-J;switch-right;Управление;Приборы и переключатели;Блок кнопок на руле правый;Yamaha Jog 4T;Блок кнопок на руле правый — Yamaha Jog 4T;900;1250
CTRL-SWITCH-05-A;switch-right;Управление;Приборы и переключатели;Блок кнопок на руле правый;Yamaha Jog AY01;Блок кнопок на руле правый — Yamaha Jog AY01;1000;1350
CTRL-SWITCH-05-D;switch-right;Управление;Приборы и переключатели;Блок кнопок на руле правый;Honda Dio AF62/68;Блок кнопок на руле правый — Honda Dio AF62/68;1000;1350
CTRL-SWITCH-05-T;switch-right;Управление;Приборы и переключатели;Блок кнопок на руле правый;Tank T150;Блок кнопок на руле правый — Tank T150;700;950
CTRL-SWITCH-06-U;starter-button;Управление;Приборы и переключатели;Кнопка стартера;все модели;Кнопка стартера — все модели;250;400
CTRL-SWITCH-07-G;ignition-switch;Управление;Приборы и переключатели;Замок зажигания (комплект с ключами);Yamaha Gear 4T;Замок зажигания (комплект с ключами) — Yamaha Gear 4T;1900;2600
CTRL-SWITCH-07-J;ignition-switch;Управление;Приборы и переключатели;Замок зажигания (комплект с ключами);Yamaha Jog 4T;Замок зажигания (комплект с ключами) — Yamaha Jog 4T;1900;2600
CTRL-SWITCH-07-A;ignition-switch;Управление;Приборы и переключатели;Замок зажигания (комплект с ключами);Yamaha Jog AY01;Замок зажигания (комплект с ключами) — Yamaha Jog AY01;2200;3000
CTRL-SWITCH-07-D;ignition-switch;Управление;Приборы и переключатели;Замок зажигания (комплект с ключами);Honda Dio AF62/68;Замок зажигания (комплект с ключами) — Honda Dio AF62/68;2200;3000
CTRL-SWITCH-07-T;ignition-switch;Управление;Приборы и переключатели;Замок зажигания (комплект с ключами);Tank T150;Замок зажигания (комплект с ключами) — Tank T150;1200;1650
CTRL-SWITCH-08-U;key-blank;Управление;Приборы и переключатели;Ключ-заготовка;все модели;Ключ-заготовка — все модели;200;300
CTRL-SWITCH-09-A;key-shutter;Управление;Приборы и переключатели;Шторка замка зажигания (магнитная);Yamaha Jog AY01;Шторка замка зажигания (магнитная) — Yamaha Jog AY01;1500;2050
CTRL-SWITCH-09-D;key-shutter;Управление;Приборы и переключатели;Шторка замка зажигания (магнитная);Honda Dio AF62/68;Шторка замка зажигания (магнитная) — Honda Dio AF62/68;1400;1900
CTRL-CABLE-01-G;throttle-cable;Управление;Тросы и привод спидометра;Трос газа;Yamaha Gear 4T;Трос газа — Yamaha Gear 4T;450;700
CTRL-CABLE-01-J;throttle-cable;Управление;Тросы и привод спидометра;Трос газа;Yamaha Jog 4T;Трос газа — Yamaha Jog 4T;350;550
CTRL-CABLE-01-A;throttle-cable;Управление;Тросы и привод спидометра;Трос газа;Yamaha Jog AY01;Трос газа — Yamaha Jog AY01;450;700
CTRL-CABLE-01-D;throttle-cable;Управление;Тросы и привод спидометра;Трос газа;Honda Dio AF62/68;Трос газа — Honda Dio AF62/68;400;600
CTRL-CABLE-01-T;throttle-cable;Управление;Тросы и привод спидометра;Трос газа;Tank T150;Трос газа — Tank T150;300;450
CTRL-CABLE-02-G;front-brake-cable;Управление;Тросы и привод спидометра;Трос переднего тормоза;Yamaha Gear 4T;Трос переднего тормоза — Yamaha Gear 4T;260;400
CTRL-CABLE-02-J;front-brake-cable;Управление;Тросы и привод спидометра;Трос переднего тормоза;Yamaha Jog 4T;Трос переднего тормоза — Yamaha Jog 4T;250;400
CTRL-CABLE-02-A;front-brake-cable;Управление;Тросы и привод спидометра;Трос переднего тормоза;Yamaha Jog AY01;Трос переднего тормоза — Yamaha Jog AY01;350;550
CTRL-CABLE-02-D;front-brake-cable;Управление;Тросы и привод спидометра;Трос переднего тормоза;Honda Dio AF62/68;Трос переднего тормоза — Honda Dio AF62/68;300;450
CTRL-CABLE-02-T;front-brake-cable;Управление;Тросы и привод спидометра;Трос переднего тормоза;Tank T150;Трос переднего тормоза — Tank T150;280;450
CTRL-CABLE-03-G;rear-brake-cable;Управление;Тросы и привод спидометра;Трос заднего тормоза;Yamaha Gear 4T;Трос заднего тормоза — Yamaha Gear 4T;350;550
CTRL-CABLE-03-J;rear-brake-cable;Управление;Тросы и привод спидометра;Трос заднего тормоза;Yamaha Jog 4T;Трос заднего тормоза — Yamaha Jog 4T;330;500
CTRL-CABLE-03-A;rear-brake-cable;Управление;Тросы и привод спидометра;Трос заднего тормоза;Yamaha Jog AY01;Трос заднего тормоза — Yamaha Jog AY01;400;600
CTRL-CABLE-03-D;rear-brake-cable;Управление;Тросы и привод спидометра;Трос заднего тормоза;Honda Dio AF62/68;Трос заднего тормоза — Honda Dio AF62/68;380;600
CTRL-CABLE-03-T;rear-brake-cable;Управление;Тросы и привод спидометра;Трос заднего тормоза;Tank T150;Трос заднего тормоза — Tank T150;350;550
CTRL-CABLE-04-G;speedo-cable;Управление;Тросы и привод спидометра;Трос спидометра;Yamaha Gear 4T;Трос спидометра — Yamaha Gear 4T;430;650
CTRL-CABLE-04-J;speedo-cable;Управление;Тросы и привод спидометра;Трос спидометра;Yamaha Jog 4T;Трос спидометра — Yamaha Jog 4T;430;650
CTRL-CABLE-04-A;speedo-cable;Управление;Тросы и привод спидометра;Трос спидометра;Yamaha Jog AY01;Трос спидометра — Yamaha Jog AY01;480;700
CTRL-CABLE-04-D;speedo-cable;Управление;Тросы и привод спидометра;Трос спидометра;Honda Dio AF62/68;Трос спидометра — Honda Dio AF62/68;450;700
CTRL-CABLE-04-T;speedo-cable;Управление;Тросы и привод спидометра;Трос спидометра;Tank T150;Трос спидометра — Tank T150;350;550
CTRL-CABLE-05-Y;speedo-drive;Управление;Тросы и привод спидометра;Привод спидометра (червяк);Yamaha 4T (Jog, Vino, Gear);Привод спидометра (червяк) — Yamaha 4T (Jog, Vino, Gear);450;700
CTRL-CABLE-05-H;speedo-drive;Управление;Тросы и привод спидометра;Привод спидометра (червяк);Honda 4T (Dio, Jog AY01);Привод спидометра (червяк) — Honda 4T (Dio, Jog AY01);500;700
CTRL-CABLE-05-C;speedo-drive;Управление;Тросы и привод спидометра;Привод спидометра (червяк);GY6 150 (Tank T150);Привод спидометра (червяк) — GY6 150 (Tank T150);350;550
CTRL-CABLE-06-C;choke-cable;Управление;Тросы и привод спидометра;Трос подсоса;GY6 150 (Tank T150);Трос подсоса — GY6 150 (Tank T150);300;450
LIGHT-LAMP-01-G;headlight;Освещение и сигналы;Фары и фонари;Фара в сборе;Yamaha Gear 4T;Фара в сборе — Yamaha Gear 4T;2400;3250
LIGHT-LAMP-01-J;headlight;Освещение и сигналы;Фары и фонари;Фара в сборе;Yamaha Jog 4T;Фара в сборе — Yamaha Jog 4T;1600;2200
LIGHT-LAMP-01-A;headlight;Освещение и сигналы;Фары и фонари;Фара в сборе;Yamaha Jog AY01;Фара в сборе — Yamaha Jog AY01;2600;3550
LIGHT-LAMP-01-D;headlight;Освещение и сигналы;Фары и фонари;Фара в сборе;Honda Dio AF62/68;Фара в сборе — Honda Dio AF62/68;2200;3000
LIGHT-LAMP-01-T;headlight;Освещение и сигналы;Фары и фонари;Фара в сборе;Tank T150;Фара в сборе — Tank T150;1500;2050
LIGHT-LAMP-02-G;headlight-lens;Освещение и сигналы;Фары и фонари;Стекло фары;Yamaha Gear 4T;Стекло фары — Yamaha Gear 4T;900;1250
LIGHT-LAMP-02-J;headlight-lens;Освещение и сигналы;Фары и фонари;Стекло фары;Yamaha Jog 4T;Стекло фары — Yamaha Jog 4T;700;950
LIGHT-LAMP-02-A;headlight-lens;Освещение и сигналы;Фары и фонари;Стекло фары;Yamaha Jog AY01;Стекло фары — Yamaha Jog AY01;1000;1350
LIGHT-LAMP-02-D;headlight-lens;Освещение и сигналы;Фары и фонари;Стекло фары;Honda Dio AF62/68;Стекло фары — Honda Dio AF62/68;900;1250
LIGHT-LAMP-02-T;headlight-lens;Освещение и сигналы;Фары и фонари;Стекло фары;Tank T150;Стекло фары — Tank T150;600;850
LIGHT-LAMP-03-G;headlight-reflector;Освещение и сигналы;Фары и фонари;Отражатель фары;Yamaha Gear 4T;Отражатель фары — Yamaha Gear 4T;1200;1650
LIGHT-LAMP-03-J;headlight-reflector;Освещение и сигналы;Фары и фонари;Отражатель фары;Yamaha Jog 4T;Отражатель фары — Yamaha Jog 4T;900;1250
LIGHT-LAMP-03-A;headlight-reflector;Освещение и сигналы;Фары и фонари;Отражатель фары;Yamaha Jog AY01;Отражатель фары — Yamaha Jog AY01;1300;1800
LIGHT-LAMP-03-D;headlight-reflector;Освещение и сигналы;Фары и фонари;Отражатель фары;Honda Dio AF62/68;Отражатель фары — Honda Dio AF62/68;1100;1500
LIGHT-LAMP-03-T;headlight-reflector;Освещение и сигналы;Фары и фонари;Отражатель фары;Tank T150;Отражатель фары — Tank T150;700;950
LIGHT-LAMP-04-U;headlight-socket;Освещение и сигналы;Фары и фонари;Патрон лампы фары;все модели;Патрон лампы фары — все модели;250;400
LIGHT-LAMP-05-U;position-light;Освещение и сигналы;Фары и фонари;Габаритный огонь передний;все модели;Габаритный огонь передний — все модели;400;600
LIGHT-LAMP-06-G;taillight;Освещение и сигналы;Фары и фонари;Стоп-сигнал в сборе;Yamaha Gear 4T;Стоп-сигнал в сборе — Yamaha Gear 4T;2700;3650
LIGHT-LAMP-06-J;taillight;Освещение и сигналы;Фары и фонари;Стоп-сигнал в сборе;Yamaha Jog 4T;Стоп-сигнал в сборе — Yamaha Jog 4T;2400;3250
LIGHT-LAMP-06-A;taillight;Освещение и сигналы;Фары и фонари;Стоп-сигнал в сборе;Yamaha Jog AY01;Стоп-сигнал в сборе — Yamaha Jog AY01;2800;3800
LIGHT-LAMP-06-D;taillight;Освещение и сигналы;Фары и фонари;Стоп-сигнал в сборе;Honda Dio AF62/68;Стоп-сигнал в сборе — Honda Dio AF62/68;2500;3400
LIGHT-LAMP-06-T;taillight;Освещение и сигналы;Фары и фонари;Стоп-сигнал в сборе;Tank T150;Стоп-сигнал в сборе — Tank T150;1200;1650
LIGHT-LAMP-07-G;taillight-lens;Освещение и сигналы;Фары и фонари;Стекло стоп-сигнала;Yamaha Gear 4T;Стекло стоп-сигнала — Yamaha Gear 4T;900;1250
LIGHT-LAMP-07-J;taillight-lens;Освещение и сигналы;Фары и фонари;Стекло стоп-сигнала;Yamaha Jog 4T;Стекло стоп-сигнала — Yamaha Jog 4T;800;1100
LIGHT-LAMP-07-A;taillight-lens;Освещение и сигналы;Фары и фонари;Стекло стоп-сигнала;Yamaha Jog AY01;Стекло стоп-сигнала — Yamaha Jog AY01;950;1300
LIGHT-LAMP-07-D;taillight-lens;Освещение и сигналы;Фары и фонари;Стекло стоп-сигнала;Honda Dio AF62/68;Стекло стоп-сигнала — Honda Dio AF62/68;900;1250
LIGHT-LAMP-07-T;taillight-lens;Освещение и сигналы;Фары и фонари;Стекло стоп-сигнала;Tank T150;Стекло стоп-сигнала — Tank T150;500;700
LIGHT-LAMP-08-U;taillight-socket;Освещение и сигналы;Фары и фонари;Патрон лампы стоп-сигнала;все модели;Патрон лампы стоп-сигнала — все модели;200;300
LIGHT-LAMP-09-U;plate-light;Освещение и сигналы;Фары и фонари;Подсветка номера;все модели;Подсветка номера — все модели;400;600
LIGHT-TURN-01-G;turn-front;Освещение и сигналы;Поворотники и сигнал;Поворотник передний (1 шт);Yamaha Gear 4T;Поворотник передний (1 шт) — Yamaha Gear 4T;600;850
LIGHT-TURN-01-J;turn-front;Освещение и сигналы;Поворотники и сигнал;Поворотник передний (1 шт);Yamaha Jog 4T;Поворотник передний (1 шт) — Yamaha Jog 4T;500;700
LIGHT-TURN-01-A;turn-front;Освещение и сигналы;Поворотники и сигнал;Поворотник передний (1 шт);Yamaha Jog AY01;Поворотник передний (1 шт) — Yamaha Jog AY01;650;900
LIGHT-TURN-01-D;turn-front;Освещение и сигналы;Поворотники и сигнал;Поворотник передний (1 шт);Honda Dio AF62/68;Поворотник передний (1 шт) — Honda Dio AF62/68;600;850
LIGHT-TURN-01-T;turn-front;Освещение и сигналы;Поворотники и сигнал;Поворотник передний (1 шт);Tank T150;Поворотник передний (1 шт) — Tank T150;350;550
LIGHT-TURN-02-G;turn-rear;Освещение и сигналы;Поворотники и сигнал;Поворотник задний (1 шт);Yamaha Gear 4T;Поворотник задний (1 шт) — Yamaha Gear 4T;600;850
LIGHT-TURN-02-J;turn-rear;Освещение и сигналы;Поворотники и сигнал;Поворотник задний (1 шт);Yamaha Jog 4T;Поворотник задний (1 шт) — Yamaha Jog 4T;500;700
LIGHT-TURN-02-A;turn-rear;Освещение и сигналы;Поворотники и сигнал;Поворотник задний (1 шт);Yamaha Jog AY01;Поворотник задний (1 шт) — Yamaha Jog AY01;650;900
LIGHT-TURN-02-D;turn-rear;Освещение и сигналы;Поворотники и сигнал;Поворотник задний (1 шт);Honda Dio AF62/68;Поворотник задний (1 шт) — Honda Dio AF62/68;600;850
LIGHT-TURN-02-T;turn-rear;Освещение и сигналы;Поворотники и сигнал;Поворотник задний (1 шт);Tank T150;Поворотник задний (1 шт) — Tank T150;350;550
LIGHT-TURN-03-G;turn-lenses;Освещение и сигналы;Поворотники и сигнал;Стёкла передних поворотников (пара);Yamaha Gear 4T;Стёкла передних поворотников (пара) — Yamaha Gear 4T;550;750
LIGHT-TURN-03-J;turn-lenses;Освещение и сигналы;Поворотники и сигнал;Стёкла передних поворотников (пара);Yamaha Jog 4T;Стёкла передних поворотников (пара) — Yamaha Jog 4T;550;750
LIGHT-TURN-03-D;turn-lenses;Освещение и сигналы;Поворотники и сигнал;Стёкла передних поворотников (пара);Honda Dio AF62/68;Стёкла передних поворотников (пара) — Honda Dio AF62/68;600;850
LIGHT-TURN-04-U;turn-socket;Освещение и сигналы;Поворотники и сигнал;Патрон лампы поворотника;все модели;Патрон лампы поворотника — все модели;150;250
LIGHT-TURN-05-U;flasher-relay;Освещение и сигналы;Поворотники и сигнал;Реле поворотов;все модели;Реле поворотов — все модели;250;400
LIGHT-TURN-06-U;horn;Освещение и сигналы;Поворотники и сигнал;Звуковой сигнал;все модели;Звуковой сигнал — все модели;300;450
LIGHT-BULB-01-U;bulb-head;Освещение и сигналы;Лампы;Лампа фары 12V 35/35W;все модели;Лампа фары 12V 35/35W — все модели;150;250
LIGHT-BULB-02-U;bulb-head-led;Освещение и сигналы;Лампы;Лампа фары светодиодная;все модели;Лампа фары светодиодная — все модели;700;950
LIGHT-BULB-03-U;bulb-turn;Освещение и сигналы;Лампы;Лампа поворота 12V 10W;все модели;Лампа поворота 12V 10W — все модели;60;100
LIGHT-BULB-04-U;bulb-position;Освещение и сигналы;Лампы;Лампа габарита 12V 5W (T10);все модели;Лампа габарита 12V 5W (T10) — все модели;50;100
LIGHT-BULB-05-U;bulb-stop;Освещение и сигналы;Лампы;Лампа стоп-сигнала 12V 21/5W;все модели;Лампа стоп-сигнала 12V 21/5W — все модели;70;150
ELEC-POWER-01-V1;battery;Электрика;Питание;Аккумулятор;12V 4Ah (YTX4L-BS) — Jog, Vino, Gear, Dio;Аккумулятор — 12V 4Ah (YTX4L-BS) — Jog, Vino, Gear, Dio;1800;2450
ELEC-POWER-01-V2;battery;Электрика;Питание;Аккумулятор;12V 5Ah (YTX5L-BS) — Jog AY01, Gear;Аккумулятор — 12V 5Ah (YTX5L-BS) — Jog AY01, Gear;2100;2850
ELEC-POWER-01-V3;battery;Электрика;Питание;Аккумулятор;12V 7Ah (YTX7A-BS) — Tank T150;Аккумулятор — 12V 7Ah (YTX7A-BS) — Tank T150;2600;3550
ELEC-POWER-02-U;battery-terminals;Электрика;Питание;Клеммы аккумулятора с болтами (пара);все модели;Клеммы аккумулятора с болтами (пара) — все модели;150;250
ELEC-POWER-03-U;ground-wire;Электрика;Питание;Провод массы;все модели;Провод массы — все модели;250;400
ELEC-POWER-04-U;battery-cable;Электрика;Питание;Провод аккумулятора плюсовой;все модели;Провод аккумулятора плюсовой — все модели;300;450
ELEC-POWER-05-YH;starter-relay;Электрика;Питание;Реле стартера;Yamaha 4T, Honda 4T;Реле стартера — Yamaha 4T, Honda 4T;600;850
ELEC-POWER-05-C;starter-relay;Электрика;Питание;Реле стартера;GY6 150 (Tank T150);Реле стартера — GY6 150 (Tank T150);350;550
ELEC-POWER-06-U;fuse-box;Электрика;Питание;Блок предохранителей;все модели;Блок предохранителей — все модели;350;550
ELEC-POWER-07-U;fuses;Электрика;Питание;Предохранители (комплект);все модели;Предохранители (комплект) — все модели;50;100
ELEC-POWER-08-Y;regulator;Электрика;Питание;Реле-регулятор напряжения;Yamaha 4T (Jog, Vino, Gear);Реле-регулятор напряжения — Yamaha 4T (Jog, Vino, Gear);1100;1500
ELEC-POWER-08-H;regulator;Электрика;Питание;Реле-регулятор напряжения;Honda 4T (Dio, Jog AY01);Реле-регулятор напряжения — Honda 4T (Dio, Jog AY01);1200;1650
ELEC-POWER-08-C;regulator;Электрика;Питание;Реле-регулятор напряжения;GY6 150 (Tank T150);Реле-регулятор напряжения — GY6 150 (Tank T150);500;700
ELEC-POWER-09-G;wiring-harness;Электрика;Питание;Жгут проводки;Yamaha Gear 4T;Жгут проводки — Yamaha Gear 4T;3000;3900
ELEC-POWER-09-J;wiring-harness;Электрика;Питание;Жгут проводки;Yamaha Jog 4T;Жгут проводки — Yamaha Jog 4T;2800;3800
ELEC-POWER-09-A;wiring-harness;Электрика;Питание;Жгут проводки;Yamaha Jog AY01;Жгут проводки — Yamaha Jog AY01;3500;4550
ELEC-POWER-09-D;wiring-harness;Электрика;Питание;Жгут проводки;Honda Dio AF62/68;Жгут проводки — Honda Dio AF62/68;3200;4200
ELEC-POWER-09-T;wiring-harness;Электрика;Питание;Жгут проводки;Tank T150;Жгут проводки — Tank T150;1800;2450
ELEC-POWER-10-U;connectors;Электрика;Питание;Разъёмы и клеммы проводки (комплект);все модели;Разъёмы и клеммы проводки (комплект) — все модели;200;300
ELEC-IGN-01-V1;spark-plug;Электрика;Зажигание и датчики;Свеча зажигания;NGK CR7E — Yamaha 4T (Jog, Vino, Gear);Свеча зажигания — NGK CR7E — Yamaha 4T (Jog, Vino, Gear);1100;1500
ELEC-IGN-01-V2;spark-plug;Электрика;Зажигание и датчики;Свеча зажигания;NGK CR7HSA — Honda 4T (Dio, Jog AY01);Свеча зажигания — NGK CR7HSA — Honda 4T (Dio, Jog AY01);450;700
ELEC-IGN-01-V3;spark-plug;Электрика;Зажигание и датчики;Свеча зажигания;NGK C7HSA — GY6 150 (Tank T150);Свеча зажигания — NGK C7HSA — GY6 150 (Tank T150);350;550
